"id","name","short_name","code","address","phone","email","website","working_hours","x_coordinate","y_coordinate","wgs_longitude","wgs_latitude","institution_type"
114,"Vilniaus Žemynos gimnazija","Žemynos gimnazija","190008827","Čiobiškio g. 16","8 5 240 0561","rastine@zemynosgimnazija.vilnius.lm.lt","www2435.vu.lt",,"6065432","579714",,,"School_type_mainstream"
115,"Vilniaus Žemynos progimnazija","Žemynos progimnazija","295472120","Žemynos g. 14","8 5 247 1766","rastine@zemynosprogimnazija.vilnius.lm.lt","www.zemynosprogimnazija.lt",,"6066498","579361",,,"School_type_mainstream"
116,"Vilniaus Žėručio pradinė mokykla","Žėručio pradinė mokykla","195007921","Žėručio g. 15","8 5 244 5413","rastine@zerucio.vilnius.lm.lt","www.zerucio.vilnius.lm.lt",,"6060464","578000",,,"School_type_mainstream"
117,"Vilniaus Žirmūnų gimnazija","Žirmūnų gimnazija","190000360","Žirmūnų g. 37-1","8 5 276 6400","rastine@zirmunu.vilnius.lm.lt",,,,,,,"School_type_contest"
118,"Vilniaus Žygimanto Augusto progimnazija","Žygimanto Augusto progimnazija","290003090","Šeškinės g. 25","+370 5 246 8454","rastine@augusto.vilnius.lm.lt","https://zaugusto.lt/",,"6064974","580708",,,"School_type_mainstream"
119,"Vilniaus Žvėryno gimnazija","Žvėryno gimnazija","190001081","Žalioji g. 4","8 5 275 1037","rastine@zveryno.vilnius.lm.lt","www.zverynogimnazija.lt",,"6063052","580267",,,"School_type_mainstream"
120,"Vilniaus „Šiaurės“ progimnazija","Šiaurės progimnazija","190978974","Palydovo g. 29A","+37065267291","rastine@siaures.vilnius.lm.lt","www.vilniospm.lt","7.00-19.00","6063647","591077",,,"School_type_mainstream,School_type_playschool"
121,"VšĮ Vilniaus miesto sporto mokykla „Sostinės tauras“","Sostinės tauras","305935363","Žygio g. 46","+37060012345","info@smtauras.lt",,,"6063987","583492",,,"School_type_non-formal"
123,"VšĮ Sostinės sporto centras","VšĮ Sostinės sporto centras","305935705","Kauno g. 43","+37060012345","sportocentras@vilnius.lt",,,"6060128","581519",,,"School_type_non-formal"
124,"Vilniaus futbolo mokykla","Vilniaus futbolo mokykla","124192115","P. Žadeikos g. 2","Fabijoniškės",,,,"6066820","579870",,,"School_type_non-formal"
125,"VšĮ Vilniaus miesto krepšinio mokykla","VšĮ Vilniaus miesto krepšinio mokykla","305935833","Birželio 23-iosios g. 10A","+3705233 5300","info@vilniauskm.lt",,,"6060477","581362",,,"School_type_non-formal"
126,"Karoliniškių muzikos mokykla","Karoliniškių muzikos mokykla","191662566","Loretos Asanavičiūtės g. 2","Karoliniškės",,,,"6061468","577267",,,"School_type_non-formal"
127,"Vilniaus muzikos mokykla „Lyra“","Muzikos mokykla Lyra","191663091","Laisvės pr. 57","Šeškinė",,,,"6065176","579435",,,"School_type_non-formal"
128,"Vilniaus Algirdo muzikos mokykla","Algirdo muzikos mokykla","191662413","Algirdo g. 23","Naujamiestis",,,,"6060898","581946",,,"School_type_non-formal"
129,"Vilniaus „Ąžuoliuko“ muzikos mokykla","Ąžuoliuko muzikos mokykla","191662751","Gedimino pr. 15A","Naujamiestis",,,,"6062030","582457",,,"School_type_non-formal"
130,"Vilniaus Balio Dvariono dešimtmetė muzikos  mokykla","Balio Dvariono dešimtmetė muzikos  mokykla","191662185","T. Kosciuškos g. 13","Senamiestis",,,,"6062487","584010",,,"School_type_non-formal"
131,"Vilniaus Broniaus Jonušo muzikos mokykla","Broniaus Jonušo muzikos mokykla","191662370","Dariaus ir Girėno g. 16","Naujininkai",,,,"6059108","582201",,,"School_type_non-formal"
132,"Vilniaus Naujosios Vilnios muzikos mokykla","Naujosios Vilnios muzikos mokykla","191662228","Karklėnų g. 9","Naujoji  Vilnia",,,,"6062082","592039",,,"School_type_non-formal"
133,"Vilniaus Justino Vienožinskio dailės mokykla","Justino Vienožinskio dailės mokykla","191663134","S. Konarskio g. 37","Naujamiestis",,,,"6060973","580818",,,"School_type_non-formal"
134,"Vilniaus Grigiškių meno mokykla","Grigiškių meno mokykla","191818093","Vilniaus m. sav. Grigiškių m. Pašto g. 10","Grigiškės",,,,,,,,"School_type_non-formal"
135,"Vilniaus mokymo centras","Vilniaus mokymo centras","191713427","Rasų g. 8","+37052639952","rastine@konsultaciniscentras.vilnius.lm.lt",,,"6060585","583710","25.297920","54.674750","School_type_mainstream"
136,"Vilniaus Antakalnio pradinė mokykla","Antakalnio pradinė mokykla","304865385","Šilo g. 15, LT-10317 Vilnius","+370 5 240 9603","rastine@antakalniopradine.vilnius.lm.lt",,"8.00-18.00",,,,,"School_type_mainstream,School_type_playschool"
137,"Vilniaus chorinio dainavimo mokykla „Liepaitės“","Liepaitės","191662947","P. Skorinos gatvė 14",,,,,,,,,"School_type_non-formal"
138,"Vilniaus Fabijoniškių gimnazija (sporto ir sveikatinimo samprata)","Fabijoniškių gimnazija (sporto ir sveikatinimo samprata)","190003851-138","P. Žadeikos g. 2","8 524 83048","rastine@fabijoniskiu.vilnius.lm.lt",,,"6066820","579870",,,"School_type_contest"
139,"Vilniaus Gabijos progimnazija","Gabijos progimnazija","305607594","Gabijos g. 2C, LT-12103 Vilnius","8 5 2420181","rastine@gabijosprogimnazija.vilnius.lm.lt","www.gabijosprog.lt",,,,,,"School_type_mainstream"
141,"Vilniaus lopšelis-darželis „Aitvaras“","Aitvaras","190032931","Pašilaičių g. 10",,"rastine@aitvaras.vilnius.lm.lt","http://www.aitvaras.vilnius.lm.lt/","I-V 6:30-18:30, savaitinė gr. I- IV 24 val., V iki 18:30","6066674","579323",,,"School_type_playschool"
142,"Vilniaus lopšelis-darželis „Atžalėlės“","Atžalėlės","190019122","Antakalnio g. 74","+370 5 234 15 80","rastine@atzaleles.vilnius.lm.lt","https://atzaleles.webs.com/","6.00-19.00","6064544","584612",,,"School_type_playschool"
143,"Vilniaus lopšelis-darželis „Aušrelė“","Aušrelė","190020391","Gerosios Vilties g. 28","+370 5 213 87 21","rastine@ausrele.vilnius.lm.lt","https://www.vilniausausrele.lt/","6.30-18.30","6060144","580536",,,"School_type_playschool"
144,"Vilniaus lopšelis-darželis „Beržynėlis“","Beržynėlis","190019275","Beržyno g. 7A","+370 5 233 54 62","rastine@berzynelis.vilnius.lm.lt","http://www.berzynelis.vilnius.lm.lt/","7.30-18.30","6061239","580945",,,"School_type_playschool"
146,"Vilniaus Birutės darželis","Birutės","190016927","Birutės g. 4","+370 5 275 16 65","rastine@birutes.vilnius.lm.lt","http://birutesld.lt/","I-IV 7:00-19:00 V 7:00-18:00","6061812","580625",,,"School_type_playschool"
147,"Vilniaus lopšelis-darželis „Bitutė“","Bitutė","190031797","Paberžės g. 20","+370 5 246 33 03","rastine@bitute.vilnius.lm.lt","https://darzelisbitute.lt/","6.00-18.00","6065254","580866",,,"School_type_playschool"
148,"Vilniaus lopšelis-darželis „Coliukė“","Coliukė","190015444","A.Kojelavičiaus g. 298","+370 5 267 25 02","rastine@coliuke.vilnius.lm.lt","https://coliukeld.weebly.com/","6.00-18.00","0","0",,,"School_type_playschool"
149,"Vilniaus specialusis lopšelis-darželis „Čiauškutis“","Čiauškutis","190027941","Sausio 13-osios g. 6","+370 5 245 20 52","rastine@ciauskutis.vilnius.lm.lt","http://ciauskutis.lt/","7.00-19.00","6062138","578557",,,"School_type_special,School_type_playschool"
150,"Vilniaus lopšelis-darželis „Daigelis“","Daigelis","191727213","Dariaus ir Girėno g. 14","+370 5 232 11 50","rastine@daigelis.vilnius.lm.lt","http://www.daigelis.vilnius.lm.lt/","I-V 7:00-17:30, savaitinės gr.  I-IV 24 val., V iki 18:00","6059212","582247",,,"School_type_playschool"
151,"Vilniaus lopšelis-darželis „Delfinukas“","Delfinukas","190027037","Sietyno g. 9","+370 5 244 39 36","rastine@delfinukas.vilnius.lm.lt","https://www.delfinukas.lt/","6.30-18.30","6062088","577517",,,"School_type_playschool"
153,"Vilniaus lopšelis-darželis „Drevinukas“","Drevinukas","190018935","K. Donelaičio g. 12","+370 5 233 27 98","rastine@drevinukas.vilnius.lm.lt","http://vilniausdrevinukas.lt/","6.30-18.30","6061130","580761",,,"School_type_playschool"
154,"Vilniaus lopšelis-darželis „Drugelis“","Drugelis","190017071","Rinktinės g. 28A","+370 5 272 27 10","rastine@drugelis.vilnius.lm.lt","http://www.darzelisdrugelis.lt/","6.30-18.30","6062920","582954",,,"School_type_playschool"
155,"Vilniaus lopšelis-darželis „Du gaideliai“","Du gaideliai","190014723","Pelesos g. 15","+370 5 269 34 97","rastine@dugaideliai.vilnius.lm.lt","https://www.dugaideliai.lt/","6.30-18.30","6059555","582659",,,"School_type_playschool"
156,"Vilniaus lopšelis-darželis „Eglutė“","Eglutė","190019994","Miglos g. 3","+370 5 279 01 03","rastine@eglute.vilnius.lm.lt","http://www.eglute.vilnius.lm.lt/","I-V 7:00-18:30","6063700","580436",,,"School_type_playschool"
158,"Vilniaus lopšelis-darželis „Gandriukas“","Gandriukas","190033129","Fabijoniškių g. 7","+370 5 2 72 46 ","rastine@gandriukas.vilnius.lm.lt","http://www.gandriukas.lt/","7.00-18.30","6065807","580284",,,"School_type_playschool"
159,"Vilniaus lopšelis-darželis „Geniukų kalvė“","Geniukų kalvė","190012487","Muitinės g. 30","+370 2 33 04 69","rastine@geniukukalve.vilnius.lm.lt","http://new.geniukukalve.lt/","6.30-18.30","6060913","581389",,,"School_type_playschool"
160,"Vilniaus lopšelis-darželis „Gelvonėlis“","Gelvonėlis","290031830","Gelvonų g. 1","+370 2 46 32 94","rastine@gelvonelis.vilnius.lm.lt","https://gelvonelis.wordpress.com/","6.30-18.30","6065054","581091",,,"School_type_playschool"
161,"Vilniaus lopšelis-darželis „Gervelė“","Gervelė (Dzūkų g. 32)","190013589","Dzūkų g. 32","+370 2 38 49 19","rastine@gervele.vilnius.lm.lt","http://ldgervele.lt/","7.00-19.00","6059432","582984",,,"School_type_playschool"
162,"Vilniaus lopšelis-darželis „Gervelė“","Gervelė (Stadiono g. 5)","190013589-669","Stadiono g. 5","+370 5 2 65 65 ","rastine@gervele.vilnius.lm.lt","http://ldgervele.lt/","6.30-18.30","6059968","583357",,,"School_type_playschool"
163,"Vilniaus lopšelis-darželis „Gilužis“","Gilužis (Vydūno g. 11A)","190028324-53","Vydūno g. 11A","+370 5 230 76 30","rastine@giluzis.vilnius.lm.lt","http://www.giluzis.lt/",,"6063915","576329",,,"School_type_playschool"
164,"Vilniaus lopšelis-darželis „Gilužis“","Gilužis (Įsruties g. 30)","190028324","Įsruties g. 30","+370 5 2 30 76 ","rastine@giluzis.vilnius.lm.lt","http://www.giluzis.lt/",,"6064481","576209",,,"School_type_playschool"
165,"Vilniaus lopšelis-darželis „Gilužis“","Gilužis (Pajautos g. 5)","190028324-10207","Pajautos g. 5","+370 5 230 76 30","rastine@giluzis.vilnius.lm.lt","http://www.giluzis.lt/",,"6064266","575895",,,"School_type_playschool"
166,"Vilniaus lopšelis-darželis „Gintarėlis“","Gintarėlis (Didlaukio g. 35)","190029383","Didlaukio g. 35","+370 5 2 77 77 86","rastine@gintarelis.vilnius.lm.lt","http://www.gintarelisvilnius.lt/index.php/lt/","6.20-19.00","6066821","581859",,,"School_type_playschool"
167,"Vilniaus lopšelis-darželis „Gintarėlis“","Gintarėlis (Popieriaus g. 46A)","190029383-597","Popieriaus g. 46A","+370 5 230 98 40","rastine@gintarelis.vilnius.lm.lt","http://www.gintarelisvilnius.lt/index.php/lt/","6.00-19.00","6070424","586127",,,"School_type_playschool"
168,"Vilniaus lopšelis-darželis „Giraitė“","Giraitė","190025214","Erfurto g. 42","+370 5 2 44 00 ","rastine@giraite.vilnius.lm.lt","http://www.giraite.vilnius.lm.lt/","6.30-18.30","6060492","577795",,,"School_type_playschool"
169,"Vilniaus lopšelis-darželis „Gudrutis“","Gudrutis","190012715","Trakų g. 12","+370 5 2 62 94 ","rastine@gudrutis.vilnius.lm.lt","http://www.gudrutis.vilnius.lm.lt/","6.30-18.30","6061176","582562",,,"School_type_playschool"
170,"Vilniaus lopšelis-darželis „Jovarėlis“","Jovarėlis","190033467","S. Stanevičiaus g. 21","+370 5 2 47 92 91","rastine@jovarelis.vilnius.lm.lt","http://jovareliodarzelis.lt/","7.30-18.00","6065903","580841",,,"School_type_playschool"
171,"Vilniaus lopšelis-darželis „Jurginėlis“","Jurginėlis","190029045","Justiniškių g. 47","+370 5 2 41 02 12","rastine@jurginelis.vilnius.lm.lt","https://www.jurginelis.lt/","6.00.-19.12","6063867","578565",,,"School_type_playschool"
172,"Vilniaus lopšelis-darželis „Karuselė“","Karuselė","190033652","Gedvydžių g. 25A","+370 5 2 48 35 ","rastine@karusele.vilnius.lm.lt","http://www.karusele.mir.lt/","6.30-18.30","6067281","579910",,,"School_type_playschool"
173,"Vilniaus lopšelis-darželis „Kaštonas“","Kaštonas","190019841","Antakalnio g. 108","+370 5 2 34 61 00","rastine@kastonas.vilnius.lm.lt","https://www.darzeliskastonas.lt/","6:30 -18:.30","6065178","584748",,,"School_type_playschool"
174,"Vilniaus lopšelis-darželis „Krivūlė“","Krivūlė (Lydos g. 5)","190015782","Lydos g. 5","+370 5 2 62 65 89","rastine@krivule.vilnius.lm.lt","http://www.krivule.vilnius.lm.lt/","7.00-19.00","6060976","582608",,,"School_type_playschool"
175,"Vilniaus lopšelis-darželis „Krivūlė“","Krivūlė (Vokiečių g. 1)","190015782-720","Vokiečių g. 1","+370 5 2 62 65 ","rastine@krivule.vilnius.lm.lt","http://www.krivule.vilnius.lm.lt/","7.00-19.00","6060985","582957",,,"School_type_playschool"
176,"Vilniaus lopšelis-darželis „Kodėlčiukas“","Kodėlčiukas (Laisvės pr. 59)","190031459","Laisvės pr. 59","+370 5 2 41 39 88","rastine@kodelciukas.vilnius.lm.lt","http://vilniauskodelciukas.lt/","6.30-18.30","6065259","579457",,,"School_type_playschool"
177,"Vilniaus lopšelis-darželis „Kodėlčiukas“","Kodėlčiukas (Pavilnionių g. 29)","190031459-10204","Pavilnionių g. 29","+370 5 2 41 39 ","rastine@kodelciukas.vilnius.lm.lt","http://vilniauskodelciukas.lt/","6.30-18.30","6067356","578544",,,"School_type_playschool"
179,"Vilniaus lopšelis-darželis „Kurpaitė“","Kurpaitė","190017114","Birželio 23-iosios g. 6","+37052333686","rastine@kurpaite.vilnius.lm.lt","http://www.darzeliskurpaite.lt/","6.30-18.30","6060317","581350",,,"School_type_playschool"
180,"Vilniaus lopšelis-darželis „Kūlverstukas“","Kūlverstukas (Suvalkų g. 6)","190013436-65","Suvalkų g. 6","+370 5 2 33 05 ","rastine@kulverstukas.vilnius.lm.lt","https://www.vilniauskulverstukas.lt/","7.00-18.00","6061495","581644",,,"School_type_playschool"
181,"Vilniaus lopšelis-darželis „Kūlverstukas“","Kūlverstukas (Mindaugo g. 7)","190013436","Mindaugo g. 7","+370 5 2 33 05 32","rastine@kulverstukas.vilnius.lm.lt","https://www.vilniauskulverstukas.lt/","7.00-18.00","6061130","582078",,,"School_type_playschool"
182,"Vilniaus lopšelis-darželis „Lakštingala“","Lakštingala","190023010","Lakštingalų g. 10","+370 5 2 77 79 98","rastine@lakstingala.vilnius.lm.lt","http://www.lakstingala.vilnius.lm.lt/","7.30-18.00","6066921","585208",,,"School_type_playschool"
183,"Vilniaus lopšelis-darželis „Lašelis“","Lašelis","190017452","Dzūkų g. 29","+370 5 2 38 43 01","rastine@laselis.vilnius.lm.lt","http://www.laselis.vilnius.lm.lt/","6.00-18.00","6059341","582544",,,"School_type_playschool"
184,"Vilniaus lopšelis-darželis „Lazdynėlis“","Lazdynėlis","190018173","Lazdynų g. 36","+370 5 2 44 80 46","rastine@lazdynelis.vilnius.lm.lt","http://www.lazdynelis.lt/","7.00-19.00","6059832","578474","25.216550","54.668830","School_type_playschool"
185,"Vilniaus lopšelis-darželis „Liepsnelė“","Liepsnelė","290018740","Kapsų g. 7","+370 5 2 65 63 ","rastine@liepsnele.vilnius.lm.lt","http://www.liepsnele.vilnius.lm.lt/","6.30-18.30","6059010","582319",,,"School_type_playschool"
187,"Vilniaus savivaldybės Grigiškių lopšelis-darželis „Lokiuko giraitė“","Lokiuko giraitė","190648777","Kovo 11-osios g. 54","+370 5 2 43 26 ","rastine@lokiukogiraite.vilnius.lm.lt","https://www.lokiukogiraite.lt/","6.30-18.30","6059688","571108",,,"School_type_playschool"
188,"Vilniaus Markučių lopšelis-darželis","Markučiai","190020587","Pakraščio g. 15","+370 5 2 60 00 ","rastine@markuciai.vilnius.lm.lt","http://www.markuciai.vilnius.lm.lt/","7.00-18.30","6060712","585088",,,"School_type_playschool"
189,"Vilniaus lopšelis-darželis „Šnekutis“","Šnekutis (A. Vivulskio g. 8A)","190017267-190019318","A. Vivulskio g. 8A","+370 5 2 65 10 47","rastine@snekutis.vilnius.lm.lt","http://www.snekutis.vilnius.lm.lt/","7.00-18.30","6060965","581849",,,"School_type_playschool"
190,"Vilniaus lopšelis-darželis „Medynėlis“","Medynėlis","190027375","Algimanto Petro Kavoliuko g. 5","+370 5 245 3449","rastine@medynelis.vilnius.lm.lt","https://www.medynelis.lt/","6.30-18.30","6062825","578008",,,"School_type_playschool"
191,"Vilniaus lopšelis-darželis „Molinukas“","Molinukas","190018554","Keramikų g. 34","+370 5 2 31 72 ","rastine@molinukas.vilnius.lm.lt","http://www2141.vu.lt/","7.00-18.30","6066566","588317",,,"School_type_playschool"
192,"Vilniaus lopšelis-darželis „Naminukas“","Naminukas (Smėlio g. 13)","190016012-76","Smėlio g. 13","+370 5 2 34 61 ","rastine@naminukas.vilnius.lm.lt","http://darzelisnaminukas.lt/"," I-V 7.00-18.30","6064063","584574",,,"School_type_playschool"
193,"Vilniaus lopšelis-darželis „Naminukas“","Naminukas (Klinikų g. 5)","190016012","Klinikų g. 5","+370 5 2 34 61 18","rastine@naminukas.vilnius.lm.lt","http://darzelisnaminukas.lt/","I-V 7.00-18.30","6064324","584673",,,"School_type_playschool"
195,"Vilniaus lopšelis-darželis „Nykštukas“","Nykštukas","290015630","Taikos g. 190","+ 370 5 2 42 49","rastine@nykstukas.vilnius.lm.lt","http://www.nykstukas.vilnius.lm.lt/","6.30-18.30","6064340","578266",,,"School_type_playschool"
196,"Vilniaus lopšelis-darželis „Ozas“","Ozas","190031982","Gelvonų g. 24","+370 5 2 46 33 23","rastine@ozas.vilnius.lm.lt","http://www.darzelisozas.lt/","07:00-17:30","6064973","580945",,,"School_type_playschool"
197,"Vilniaus lopšelis-darželis „Pabiručiai“","Pabiručiai","190021874","Brolių g. 18","+370 5 216 60 75","rastine@pabiruciai.vilnius.lm.lt","http://www.pabiruciai.vilnius.lm.lt/","6.30-18.00","6059283","581775",,,"School_type_playschool"
198,"Vilniaus lopšelis-darželis „Pagrandukas“","Pagrandukas (Mindaugo g.)","190013817","Mindaugo g. 15A","+370 5 233 92 26","rastine@pagrandukas.vilnius.lm.lt","http://www.vilniauspagrandukas.lt","7.30-18.00","6060779","582121",,,"School_type_playschool"
199,"Vilniaus lopšelis-darželis „Pakalnutė“","Pakalnutė","190023697","Architektų g. 44","+370 5 2 44 14 90","rastine@pakalnute.vilnius.lm.lt","https://www.vilniauspakalnute.lt/","I-IV 6:30-18:30  V 6:30-18:00","6060245","578504",,,"School_type_playschool"
200,"Vilniaus Panerių lopšelis-darželis","Panerių (Juodšilių g. 10)","190016546","Juodšilių g. 10","+370 5 264 12 41","rastine@paneriudarzelis.vilnius.lm.lt","https://www.paneriudarzelis.lt/","6.30-18.30","6055221","576151",,,"School_type_playschool"
201,"Vilniaus lopšelis-darželis „Papartis“","Papartis","190030880","Čiobiškio g. 17","+370 5 241 52 18","rastine@papartis.vilnius.lm.lt","http://www.papartis.vilnius.lm.lt/","7.00-18.30","6065285","579915",,,"School_type_playschool"
203,"Vilniaus lopšelis-darželis „Pasaka“","Pasaka","190021917","Žirmūnų g. 110","+370 5 277 58 39","rastine@pasaka.vilnius.lm.lt","https://www.pasaka.vilnius.lm.lt/","6.30-18.30","6066164","583842",,,"School_type_playschool"
204,"Vilniaus lopšelis-darželis „Paslaptis“","Paslaptis","190020249","Darželio g. 7","+370 5 267 26 56","rastine@paslaptis.vilnius.lm.lt","https://www.ldpaslaptis.lt/","6.00-18.00","6062328","591333",,,"School_type_playschool"
205,"Vilniaus lopšelis-darželis „Pasakaitė“","Pasakaitė","190022780","Taikos g. 30","+370 5 2 42 29 45","rastine@pasakaite.vilnius.lm.lt","http://darzelispasakaite.lt/","6.30-18.30","6065571","578966",,,"School_type_playschool"
206,"Vilniaus lopšelis-darželis „Pelėda“","Pelėda","190030542","Musninkų g. 10","+370 5 241 86 27","rastine@peleda.vilnius.lm.lt","http://www.darzelispeleda.vilnius.lm.lt/","7.00-18.30","6065012","579870",,,"School_type_playschool"
207,"Vilniaus lopšelis-darželis „Pelenė“","Pelenė","190022257","Justiniškių g. 84","+370 5 242 62 95","rastine@pelene.vilnius.lm.lt","http://www.pelene.vilnius.lm.lt/","6.00-18.00","6065928","578486",,,"School_type_playschool"
208,"Vilniaus lopšelis-darželis „Pipiras“","Pipiras","190021493","Krokuvos g. 6A",,"rastine@pipiras.vilnius.lm.lt","http://www.pipiras.vilnius.lm.lt/","6.30-18.30","6062986","582842",,,"School_type_playschool"
209,"Vilniaus lopšelis-darželis „Prie pasakų parko“","Prie pasakų parko","190028858","Loretos Asanavičiūtės g. 7","+370 5 245 89 89","rastine@priepasakuparko.vilnius.lm.lt","http://priepasakuparko.lt/","7.00-19.00","6061370","577417",,,"School_type_special,School_type_playschool"
210,"Vilniaus lopšelis-darželis „Pumpurėlis“","Pumpurėlis (Kalvarijų g. 186)","190011951","Kalvarijų g. 186","+370 5 277 58 22","rastine@pumpurelis.vilnius.lm.lt","http://www.pumpurelis.vilnius.lm.lt/","7.00-18.00","6064711","582594",,,"School_type_playschool"
211,"Vilniaus lopšelis-darželis „Pumpurėlis“","Pumpurėlis (Trinapolio g. 11)","190011951-721","Trinapolio g. 11","+370 5 277 58 22","rastine@pumpurelis.vilnius.lm.lt","http://www.pumpurelis.vilnius.lm.lt/","7.00-18.00","6066065","583013",,,"School_type_playschool"
212,"Vilniaus lopšelis-darželis „Puriena“","Puriena","190029611","Tujų g. 1","+370 5 241 22 21","rastine@puriena.vilnius.lm.lt","http://ldpuriena.lt/","7.00-19.00","6063771","579356",,,"School_type_playschool"
213,"Vilniaus lopšelis-darželis „Pušaitė“","Pušaitė","190025890","Bistryčios g. 3","+370 5 234 37 92","rastine@pusaite.vilnius.lm.lt","https://darzelispusaite.lt/","6.45-18.45","6064071","584954",,,"School_type_playschool"
214,"Vilniaus lopšelis-darželis „Pušynėlis“","Pušynėlis (Miglos g. 53)","190016884-96","Miglos g. 53","+370 5 275 18 91","rastine@pusynelis.vilnius.lm.lt","http://www.pusynelis.vilnius.lm.lt/","7.00-19.00","6063459","580031",,,"School_type_playschool"
215,"Vilniaus lopšelis-darželis „Pušynėlis“","Pušynėlis (A. Mickevičiaus g. 21)","190016884","A. Mickevičiaus g. 21","+370 5 260 78 13","rastine@pusynelis.vilnius.lm.lt","http://www.pusynelis.vilnius.lm.lt/","7.00-18.30","6062243","580686",,,"School_type_playschool"
216,"Vilniaus lopšelis-darželis „Raktelis“","Raktelis","190028662","A.P. Kavoliuko g. 12","+370 5 245 68 88","rastine@raktelis.vilnius.lm.lt","http://www.raktelisdarzelis.lt/","6.00-18.00","0","0",,,"School_type_playschool"
217,"Vilniaus lopšelis-darželis „Rasa“","Rasa","190013055","M. Daukšos g. 15","+370 5 261 89 13","rastine@rasa.vilnius.lm.lt","https://www.darzelisrasa.lt/","6.30-18.30","6060531","583570",,,"School_type_playschool"
218,"Vilniaus savivaldybės Grigiškių lopšelis-darželis „Rugelis“","Rugelis","190648058","Kovo 11-osios g. 29A","+370 5 247 72 59","rastine@rugelis.vilnius.lm.lt","https://www.rugelis.vilnius.lm.lt","I-V 7:00-17:30","6059764","570509",,,"School_type_playschool"
219,"Vilniaus lopšelis-darželis „Riešutėlis“","Riešutėlis","190013621","Erfurto g. 21","+370 5 244 77 48","rastine@riesutelis.vilnius.lm.lt","http://ldriesutelis.lt/","6.30-18.30","6060722","577783",,,"School_type_playschool"
220,"Vilniaus lopšelis-darželis „Rytas“","Rytas","190026316","Architektų g. 162","+370 244 97 98","rastine@rytas.vilnius.lm.lt","https://www.ldrytas.lt/","6.30-18.30","6061623","578425",,,"School_type_playschool"
221,"Vilniaus lopšelis-darželis „Ramunėlė“","Ramunėlė","190021155","Žirmūnų g. 10","+370 5 275 84 24","rastine@ramunele.vilnius.lm.lt","http://ldramunele.lt/","6.00-18.00","6063409","583687",,,"School_type_playschool"
222,"Vilniaus lopšelis-darželis „Rūta“","Rūta","190020968","Žirmūnų g. 50","+370 5 279 77 00","rastine@ruta.vilnius.lm.lt","https://sites.google.com/site/darzelisruta/","6.30-18.30","6063864","583954",,,"School_type_playschool"
223,"Vilniaus lopšelis-darželis „Sadutė“","Sadutė","190017986","Z. Sierakausko g. 28","+370 5 233 77 82","rastine@sadute.vilnius.lm.lt","http://www.sadute.vilnius.lm.lt/","7.30-18.00","6061536","581487",,,"School_type_playschool"
224,"Vilniaus lopšelis-darželis „Sakalėlis“","Sakalėlis","190033314","S. Stanevičiaus g. 86","+370 5 247 52 50","rastine@sakalelis.vilnius.lm.lt","http://darzelis-sakalelis.lt/","6.45-18.45","6066416","580734",,,"School_type_playschool"
225,"Vilniaus Salininkų lopšelis-darželis","Salininkų","191326124","Kalviškių g. 1","+370 5 235 83 55","rastine@salininkai.vilnius.lm.lt","https://www.salininkai.vilnius.lm.lt/","6.30-18.30","6052944","581328",,,"School_type_playschool"
226,"Vilniaus lopšelis-darželis „Salvija“","Salvija","190019460","J. Jasinskio g. 17","+370 5 249 62 23","rastine@salvija.vilnius.lm.lt","https://salvijadarzelis.lt/","7.00-19.00","6062109","581253",,,"School_type_playschool"
227,"Vilniaus lopšelis-darželis „Saulėtekis“","Saulėtekis","190014157","Genių g. 12","+370 5 267 08 32","rastine@sauletekis.vilnius.lm.lt","http://www.sauletekis.vilnius.lm.lt/","6.00-18.00","6062344","591681",,,"School_type_playschool"
228,"Vilniaus lopšelis-darželis „Skroblinukas“","Skroblinukas","190014680","Skroblų g. 13","+370 5 213 32 44","rastine@skroblinukas.vilnius.lm.lt","https://skroblinukas.lt/","6.30-18.30","6060044","580835",,,"School_type_playschool"
229,"Vilniaus lopšelis-darželis „Smalsučiai“","Smalsučiai","190025552","Minties g. 40","+370 5 275 20 04","rastine@smalsuciai.vilnius.lm.lt","http://vilniaussmalsuciai.lt/","7.00-19.00","6063681","583482",,,"School_type_playschool"
231,"Vilniaus lopšelis-darželis „Spragtukas“","Spragtukas","190011613","Žirmūnų g. 108","+370 5 277 17 62","rastine@spragtukas.vilnius.lm.lt","http://ldspragtukas.lt/","6.30-18.30","6066278","583825",,,"School_type_playschool"
232,"Vilniaus lopšelis-darželis Strazdelis","Strazdelis","190028477","Igno Šimulionio g. 14","+370 5 242 24 64","rastine@strazdelis.vilnius.lm.lt","http://www.strazdelis.vilnius.lm.lt/","6.30-18.30","6063215","579213",,,"School_type_playschool"
233,"Vilniaus lopšelis-darželis „Sveikuolis“","Sveikuolis","190030161","Dūkštų g. 14","+370 5 242 28 27","rastine@sveikuolis.vilnius.lm.lt","https://www.vilniaussveikuolis.lt/","6.30-18.30","6064720","580125",,,"School_type_playschool"
234,"Vilniaus lopšelis-darželis „Šermukšnėlė“","Šermukšnėlė","290029950","Didlaukio g. 66","+370 5 277 98 29","rastine@sermuksnele.vilnius.lm.lt","http://www.sermuksnele.lt/","6.30-18.30","6066404","581891",,,"School_type_playschool"
