city,eldership,street,object_name,total_views,views_today,likes,price,price_sq,house_number,flat_number,area,rooms,floor,total_floors,year,object_type,building_type,heating,furnishing,energy_class,window_direction,qualities,facilities,equipment,security,object_id,distance_kindergarden,distance_school,distance_bus_stop,distance_shop,crimes,no2,kd10,time_cathedral,time_train_station,time_shopping_center,time_kirtimai,distance_cathedral,distance_train_station,distance_shopping_center,distance_kirtimai,description,contact,latitude,longitude
Vilnius, Naujoji Vilnia, A. Kojelavičiaus g., 3 kambarių butas,714,23,9,165000,2993,170,,55.13,3,2,2,"1963 statyba, 2025 renovacija",,Mūrinis,Elektra,Įrengtas,,,,,,,,740,11,20,520,1,,,27.5,23.5,32.0,47.0,9.9,9.2,10.4,24.9,"Parduodami naujai ir kokybiškai įrengti, šviesūs ir jaukūs butai, adresu Vilnius, A. Kojelavičiaus g. 170. Butai parduodami pilnai įrengti su baldais ir buitine technika.

Buto išplanavimas pateikiamas nuotraukose.

Butai idealiai tinkantys ir nuomos investicijai.

Kviečiame atvykti į gyvą buto apžiūrą.
_________________________________________
BUTO PRIVALUMAI:
Funkcionalus išplanavimas.
Grindinis šildymas.
Idealūs objektai tiek investicijai, tiek gyvenimui sau.
Patogi vieta ramiame, tačiau gerai pasiekiamame rajone.
Tvarkinga aplinka, sutvarkyta kiemo teritorija.
Dideli langai butams suteikia šviesos ir jaukumo pojūtį.
Kruopščiai prižiūrima namo aplinka ir laiptinė.
Naujai atlikta viso pastato renovacija.
Butai parduodami su baldais ir buitine technika.
Butai nereikalauja papildomų investicijų, tad būtų galima įsikelti nedelsiant.
Galima rinktis iš skirtingų plotų.
_________________________________________
BENDRA INFORMACIJA:
Adresas: Vilnius, A. Kojelavičiaus g. 170
Kaina: 165 000 EUR
Bendras plotas: 55,13 kv.m.
Statybos metai: 1963 m.
Pastato rekonstrukcijos metai: 2025 m.
Kambarių sk.: 3
Aukštas: 2
_________________________________________
SUSISIEKIMAS:
~ 0.01 km atstumas iki artimiausios viešojo transporto stotelės (st. Jankos Kupalos st.)
~ 0.03 km Express Market
~ 0.65 km Dūmų fabrikas
~ 0.75 km Vilniaus Justino Vienozinskio dailės mokykla
~ 1.00 km Maxima
~ 2.80 km Pūčkorių piliakalnis
~ 10.0 km atstumas iki Vilniaus miesto centro


Objektą parduoda: NT brokerė Ernesta Skvarnavičienė

Nekilnojamojo turto pardavimo, nuomos, pirkimo paslaugos visoje Lietuvoje.",+370 699 75056,54.694659,25.401398
Vilnius, Naujoji Vilnia, A. Kojelavičiaus g., 2 kambarių butas,502,13,7,115000,3222,170,,35.69,2,2,2,"1963 statyba, 2025 renovacija",,Mūrinis,Elektra,Įrengtas,,,,,,,,740,11,20,520,1,,,27.5,23.5,32.0,47.0,9.9,9.2,10.4,24.9,"Parduodami naujai ir kokybiškai įrengti, šviesūs ir jaukūs butai, adresu Vilnius, A. Kojelavičiaus g. 170. Butai parduodami pilnai įrengti su baldais ir buitine technika.

Buto išplanavimas pateikiamas nuotraukose.

Butai idealiai tinkantys ir nuomos investicijai.

Kviečiame atvykti į gyvą buto apžiūrą.
_________________________________________
BUTO PRIVALUMAI:
Funkcionalus išplanavimas.
Grindinis šildymas.
Idealūs objektai tiek investicijai, tiek gyvenimui sau.
Patogi vieta ramiame, tačiau gerai pasiekiamame rajone.
Tvarkinga aplinka, sutvarkyta kiemo teritorija.
Dideli langai butams suteikia šviesos ir jaukumo pojūtį.
Kruopščiai prižiūrima namo aplinka ir laiptinė.
Naujai atlikta viso pastato renovacija.
Butai parduodami su baldais ir buitine technika.
Butai nereikalauja papildomų investicijų, tad būtų galima įsikelti nedelsiant.
Galima rinktis iš skirtingų plotų.
_________________________________________
BENDRA INFORMACIJA:
Adresas: Vilnius, A. Kojelavičiaus g. 170
Kaina: 115 000 EUR
Bendras plotas: 35,69 kv.m.
Statybos metai: 1963 m.
Pastato rekonstrukcijos metai: 2025 m.
Kambarių sk.: 2
Aukštas: 2
_________________________________________
SUSISIEKIMAS:
~ 0.01 km atstumas iki artimiausios viešojo transporto stotelės (st. Jankos Kupalos st.)
~ 0.03 km Express Market
~ 0.65 km Dūmų fabrikas
~ 0.75 km Vilniaus Justino Vienozinskio dailės mokykla
~ 1.00 km Maxima
~ 2.80 km Pūčkorių piliakalnis
~ 10.0 km atstumas iki Vilniaus miesto centro


Objektą parduoda: NT brokerė Ernesta Skvarnavičienė

Nekilnojamojo turto pardavimo, nuomos, pirkimo paslaugos visoje Lietuvoje.",+370 699 75056,54.694659,25.401398
Vilnius, Karoliniškės, Algimanto Petro Kavoliuko g., 4 kambarių butas,1736,57,33,150000,1926,32,,77.9,4,1,5,"1973 statyba, 1995 renovacija",,Mūrinis,Centrinis,Įrengtas,,"Šiaurė, pietūs",Tualetas ir vonia atskirai,Sandėliukas Balkonas,Skalbimo mašina Su baldais Šaldytuvas Virtuvės komplektas Viryklė Vonia,Šarvuotos durys Signalizacija Kodinė laiptinės spyna,,190,350,100,270,10,133,20.53,26.0,23.5,18.5,22.5,6.7,8.6,5.1,11.1,"Tvarkingas 4 kambarių butas su dviem balkonais.
Puiki vieta Karoliniškėse – šalia parduotuvių, poliklinikos, kavinių ir kitų paslaugų.
Viešojo transporto stotelės vos kelios minutės pėsčiomis – patogus susisiekimas su miesto centru ir kitais rajonais.
Geras susisiekimas automobiliu – greita prieiga prie pagrindinių miesto gatvių.",+37069127632,54.696013,25.218398
Vilnius, Pilaitė, J. Bretkūno g., 1 kambario butas,1154,32,26,123000,4654,22,,26.43,1,2,4,2023,,Mūrinis,Centrinis kolektorinis,Įrengtas,A++,"Pietūs, rytai",Yra liftas Virtuvė sujungta su kambariu,Balkonas,Skalbimo mašina Su baldais Šaldytuvas Šildomos grindys Virtuvės komplektas Viryklė Dušo kabina,Šarvuotos durys Kodinė laiptinės spyna Vaizdo kameros,,390,730,350,490,5,,,35.5,35.0,28.0,26.0,9.4,12.6,7.5,13.3,"PARDUODAMAS VISIŠKAI NAUJAI ĮRENGTAS BUTAS SU ATSKIRA MIEGAMOJO ZONA VYŠNIŲ PROJEKTE.

BUTO ĮRENGIMAS
• Butas orientuotas į vidinį kiemą, pietryčių kryptimi
• Grindinis reguliuojamas šildymas
• Lubos - įtempiamos, grindų danga - kokybiškas laminatas, sienos dažytos, vonios kambarys išklijuotas plytelėmis
• Svetainės erdvėje minkštasuolis, kavos staliukai, komoda
• Virtuvės baldai su buitine technika: šaldytuvas su šaldikliu, orkaitė, kaitlentė, gartraukis
• Miegamojo zona su lova ir naktiniu staliuku/spintele
• Sieninė spinta prieškambaryje su veidrodžiu
• Valgomojo stalas su kėdėmis
• Vonios kambaryje įrengta dušo kabina, klozetas, praustuvė su spintele, skalbimo mašina, elektrinis radiatorius, spintelė su veidrodžiu
• Balkone lauko staliukas su kėde

APLINKA
• Mažaaukštė statyba, jauki ir rami kaimynystė
• Name yra liftas, erdvios laiptinės, žaliuojantys želdynai ir gėlynai kieme
• Vidiniame kieme įrengta vaikų žaidimų aikštelė, treniruokliai, suoliukai, graži ir prižiūrėta aplinka
• Šalia didelė žalioji rekreacinė zona su tvenkiniais ir pasivaikščiojimo takeliais

Kviečiame apžiūrėti Jums patogiu metu.",+370 695 43364,54.714443,25.175153
Vilnius, Viršuliškės, Viršuliškių g., 1 kambario butas,2092,52,46,92000,2802,33,,32.83,1,12,12,1977,,Blokinis,Centrinis,Įrengtas,,"Vakarai, pietūs",Yra liftas Tualetas ir vonia atskirai Nauja kanalizacija Nauja elektros instaliacija,Drabužinė,Skalbimo mašina Šaldytuvas Virtuvės komplektas Viryklė Vonia,Šarvuotos durys Kodinė laiptinės spyna,,320,490,190,180,,,,25.5,28.5,20.0,26.0,7.4,8.8,5.5,13.1,"PARDUODAMAS JAUKUS BEI ŠVIESUS 32.83 KV.M., 1 K., 12 A. BUTAS VIRŠULIŠKIŲ G. 33, VIRŠULIŠKĖSE

• BUTAS YRA NEKAMPINIS – ŠILTAS BEI ŠVIESUS
• PRO LANGUS ATSIVERIA GRAŽI MIESTO PANORAMA
• YRA TAMSUS KAMBARYS - DRABUŽINĖ
• BALKONO NĖRA
• YRA DU LIFTAI
• NAMAS ITIN PATOGIOJE VIETOJE, ŠALIA PARDUOTUVĖS, MOKYKLOS, DARŽELIAI

BENDRA INFORMACIJA:
• Statybos metai - 1977
• Bendras plotas - 32.83 kv.m.
• Komunikacijos - miesto
• Šildymas - centrinis
• Vonia ir wc atskirai

ĮRENGIMAS:
• Sienos - kambaryje dažytos, virtuvėje tapetai
• Grindys - laminatas, plytelės
• Langai - plastikiniai, su stiklo paketais
• Durys - šarvo
• Balkono nėra

KITA INFORMACIJA:
• Kodinės laiptinės durys
• Tvarkoma ir prižiūrima aplinka
• Aplink namą yra nemažai parkavimo vietų
• ~ 160 metrų iki Maxima, ~ 680 iki Rimi
• Geras susisiekimas viešuoju transportu iki Lūžių st. tik ~ 190 metrų, Viršuliškių st. ~ 530 metrų

DĖL APŽIŪROS SKAMBINKITE JUMS PATOGIU METU
NT brokeris Edgaras Jaselionis",+370 659 72379,54.710491,25.219979
Vilnius, Šnipiškės, Rinktinės g., 3 kambarių butas,1435,27,11,244900,3061,,,80.0,3,1,4,1940,,Mūrinis,Centrinis,Įrengtas,,,,,,,,90,90,40,390,,,,3.5,15.5,6.0,31.5,0.6,4,1.1,15.9,"PARDUODAMAS IŠSKIRTINIS 3 KAMBARIŲ BUTAS SU PAPILDOMA PATALPA ŠNIPIŠKĖSE, RINKTINĖS G.

Vos 8 minutės pėsčiomis iki Vilniaus arkikatedros – gyvenkite pačiame miesto širdyje, ant Senamiesčio slenksčio.
Tai puiki vieta tiems, kurie vertina miesto pulsą, greitą susisiekimą ir gyvenimo kokybę.

BUTO PRIVALUMAI:

Pilnai įrengtas ir apstatytas baldais – galima iš karto įsikurti ar nuomoti;
Virtuvė ir svetainė – atskiri kambariai, užtikrinantys daugiau privatumo ir komforto;
Du miegamieji kambariai pagrindiniame aukšte;
Papildomas kambarys apatiniame aukšte – gali būti įrengtas kaip miegamasis, darbo zona, sporto ar poilsio kambarys;
Tambūras – patogi erdvė daiktų laikymui (žieminė įranga, dviračiai, padangos ir kt.);
Vonios kambarys ir tualetas – kartu;
Centrinis šildymas – butas šiltas, komunaliniai mokesčiai nedideli;
Puikus susisiekimas su visomis miesto dalimis, netoliese viešojo transporto stotelės;
Saugi ir rami kaimynystė.
Šis butas puikiai tinka tiek gyvenimui, tiek investicijai – puiki vieta, funkcionalus išplanavimas ir papildoma erdvė suteikia daug galimybių.

Daugiau informacijos telefonu: +370 656 68606
Susisiekite – atsakysime į visus klausimus ir susitarsime dėl apžiūros.",+370 656 68606,54.6914,25.288711
Vilnius, Naujamiestis, Birželio 23-iosios g., 3 kambarių butas,1635,29,50,214000,3754,4,,57.0,3,4,5,"1961 statyba, 2025 renovacija",,Mūrinis,Centrinis kolektorinis,Įrengtas,,"Šiaurė, vakarai",Nauja kanalizacija Nauja elektros instaliacija Internetas Virtuvė sujungta su kambariu,Balkonas Rūsys,Skalbimo mašina Su baldais Šaldytuvas Virtuvės komplektas Viryklė Vonia,Kodinė laiptinės spyna,,60,90,80,320,2,,,18.0,9.0,15.0,22.0,4.4,1.9,5.4,10.5,"sello.lt – NT ekspertai be procentų

Sveiki atvykę namo - į jaukius namus šalia miesto centro!


PRIVALUMAI

➛ Naujos grindys su papildomu garso izoliacijos sluoksniu
➛ Gerai išvystyta Naujamiečio mikrorajono infrastruktūra
➛ Nedidelės šildymo sąskaitos (reguliuojamas šildymas)
➛ Parduodamas su visais baldais bei buitine technika
➛ Netoliese nemažai pasivaikščiojimo ir dviračių takų
➛ Kokybiškos medžiagos, baldai ir buitinė technika
➛ Priešais langu žalia zona, kuri nebus užstatyta
➛ Saugi, tvarkinga, puoselėjama namo teritorija
➛ Dauguma langų - į vakarus bei vidinį kiemą
➛ Kieme įrengtos vaikų žaidimų aikštelės
➛ Į butą patenka daug natūralios šviesos
➛ Namo bei buto paskirtis – gyvenamoji
➛ Centrinis reguliuojamas šilldymas
➛ Įrengta nauja elektros instaliacija
➛ Šiuolaikiškas ir šviesus interjeras
➛ Funkcionalus buto išplanavimas
➛ Po renovacijos bute negyventa
➛ Kultūringi ir draugiški kaimynai
➛ 2025m. atlikta butui renovacija
➛ Tvarkingas atviras balkonas
➛ Butui priklauso rūsys



Drąsiai kreipkitės dėl apžiūros ar daugiau informacijos!

====
=========
==============
===================
========================

Galvoji apie savo namų pardavimą?

Pasirūpinam viskuo už €4,400 (tik sėkmingo pardavimo atveju).",+370 644 06392,54.672411,25.261562
Vilnius, Pilaitė, Tilžės g., 4 kambarių butas,793,25,6,257126,2142,,,120.06,4,1,2,2022,,Mūrinis,Dujinis,Dalinė apdaila,,,,,,,,310,470,640,730,4,,,35.0,35.0,28.0,26.5,9,12.5,7.5,13.3,"Pilaitėje puikioje strateginėje vietoje, naujai pastatytame kotedžų kvartale „Pilaitės namai“, parduodamas A energinės klasės kraštiins kotedžas su daline apdaila! Šiuo metu savo namus dar galite rinktis iš kelių laisvų kotedžų
Esant poreikiui galima su vystytoju susitarti dėl pilno įrengimo darbų, užtruktume 4 mėnesius, šiuo metu kelis namus jau turime įrengtus.

PRIVALUMAI :
• naujai pastatytas ir pilnai suformuotas kotedžų kvartalas
• A energinė klasė
• puiki strateginė vieta pilaitės mikrorajone
• įrengta visa reikalinga kvartalo infrastruktūra, nutiesti šaligatviai, įrengtas gatvių apšvietimas
• kiekvienas kotedžas turės savo žemės sklypą ir įrengtą medinę terasą
• sutvarkytas gerbūvis : trinkelės automobilių statymo vietose, pasėta žolė, sklypai atskirti tujų gyvatvorėmis
• kvartalą supa daug žalumos, yra galimybė pasivaikščioti gamtoje šalia namų
• kvartalas netriukšmingas, atokiau nuo pagrindinių miesto gatvių
• kraštinis sklypas

ĮRENGIMAS :
• kotedžai parduodami su daline arba pilna apdaila
• daugumoje kotedžų- miesto komunikacijos
• įrengtos šildomos grindys
• sumontuoti dujiniai katilai
• rekuperatoriai nėra montuojami - fasade padarytos angos oro paėmimui/išmetimui
• tarpbutinės sienos, vonios ir wc pertvaros :silikatinių blokelių ir plytų mūras arba GKP pertvaros, sienos tinkuotos. Kitos pertvaros neįrengiamos.
• buitinių nuotekų ir vandentiekio vamzdynas išvedžiotas iki prietaisų pajungimo vietų
• išvedžiota elektra iki rozečių vietų
• laiptai į antrą aukštą nėra įrengiami

Daugiau informacijos projekto puslapyje www.pilaitesnamai.lt

Jeigu ieškote nuosavų namų mieste, šalia gamtos su nuosavu kiemu naujai pastatytame kvartale – laukiame susisiekiant!
Marius +37061240254


-- Objekto nr. Ober-Haus tinklapyje www.ober-haus.lt/OH503244

Profesionali pagalba parduodant, nuomojant ir įsigyjant nekilnojamąjį turtą:
- Sandoriui reikalingų dokumentų analizė prieš pardavimą;
- Preliminariųjų, rezervavimo sutarčių, priėmimo-perdavimo aktų ir kitų sutarties priedų bei dokumentų parengimas apsaugant jūsų interesus;
- Efektyvi ir itin platų pirkėjų ratą apimanti rinkodara ir marketingo priemonės, pirkėjų srauto monitoringas;
- Jūsų interesų atstovavimas derybose, sutarčių derinime;
- Konsultavimas mokestiniais, juridiniais klausimais.",+370 612 40254,54.716384,25.180670
Vilnius, Naujamiestis, Algirdo g., 2 kambarių butas,838,25,14,250000,4237,,,59.0,2,2,4,1956,,Mūrinis,Centrinis,Įrengtas,,,,,,,,140,50,240,170,4,,,10.5,8.0,15.0,26.5,2.2,2.1,3.4,11.8,"ŠVIESUS IR JAUKUS 2 KAMBARIŲ BUTAS SU AUKŠTOMIS LUBOMIS ALGIRDO GATVĖJE

Retai pasitaikantis butas, kuriame darniai susilieja senamiesčio žavesys ir šiuolaikinis patogumas. Erdvi svetainė su elektriniu židiniu, uždara virtuvė bei aukštos lubos suteikia šiam būstui ypatingo jaukumo ir erdvės pojūtį.
Butas puikiai įrengtas, šviesus, o langai orientuoti į rytų ir vakarų puses – šviesa džiugina visą dieną.

Tai puikus pasirinkimas tiems, kurie vertina gyvenimą centre, tačiau nori ramybės ir patogumo. Butas parduodamas su įmontuotais baldais ir visa buitine technika, todėl iš karto tinkamas įsikraustyti ar nuomai.

PRIVALUMAI
● Aukštos lubos – erdvės ir šviesos pojūtis
● Elektrinis židinys jaukumui kurti
● Uždara virtuvė ir atskiras miegamasis
● Parduodamas su įmontuotais baldais ir buitine technika
● Tamsus kambarys / skalbykla
● Langai į rytus ir vakarus – šviesus visą dieną
● Centrinis šildymas – ekonomiškas išlaikymas (iki 100 €/mėn žiemą)
● Puiki vieta – viskas pasiekiama pėsčiomis

BENDRA INFORMACIJA
● Bendras plotas – 59 kv. m
● Kambarių skaičius – 2 (miegamasis ir svetainė, atskira virtuvė)
● Aukštas – 2 iš 4
● Namo tipas – mūrinis, 1956 m
● Aukštos lubos
● Šildymo tipas – centrinis
● Grindys – parketas / laminatas
● Sienos – dažytos
● Langai – plastikiniai (į rytus ir vakarus)
● Butas parduodamas su įmontuotais baldais ir buitine technika

NAMO APRAŠYMAS
● Mūrinis, tvarkingas senos statybos namas
● Rakinama laiptinė
● Rami ir draugiška kaimynystė

VIETA IR INFRASTRUKTŪRA
● Algirdo g., miesto centre – strategiškai patogi vieta
● Patogus susisiekimas su visais miesto rajonais
● Kelios minutės pėsčiomis iki viešojo transporto stotelės
● Netoliese – parduotuvės, kavinės, mokyklos, darželiai
● 10 minučių pėsčiomis iki Senamiesčio




-- Objekto nr. Ober-Haus tinklapyje www.ober-haus.lt/OH503032

Profesionali pagalba parduodant, nuomojant ir įsigyjant nekilnojamąjį turtą:
- Sandoriui reikalingų dokumentų analizė prieš pardavimą;
- Preliminariųjų, rezervavimo sutarčių, priėmimo-perdavimo aktų ir kitų sutarties priedų bei dokumentų parengimas apsaugant jūsų interesus;
- Efektyvi ir itin platų pirkėjų ratą apimanti rinkodara ir marketingo priemonės, pirkėjų srauto monitoringas;
- Jūsų interesų atstovavimas derybose, sutarčių derinime;
- Konsultavimas mokestiniais, juridiniais klausimais.",+370 699 43523,54.678000,25.270824
Vilnius, Šnipiškės, Daugėliškio g., 3 kambarių butas,1382,31,26,335000,4996,33,,67.06,3,3,7,2023,,Mūrinis,Centrinis kolektorinis,Įrengtas,A,"Šiaurė, vakarai",Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Internetas Kabelinė televizija Virtuvė sujungta su kambariu,Balkonas,Skalbimo mašina Su baldais Šaldytuvas Virtuvės komplektas Viryklė Plastikiniai vamzdžiai Indaplovė Vonia Rekuperacinė sistema,Šarvuotos durys Kodinė laiptinės spyna,,120,500,80,450,2,,,14.0,21.0,5.0,30.5,2.7,6.4,1.3,15.9,"Parduodamas erdvus 3 kambarių butas su jaukia lodžija, Šnipiškėse, Daugėliškio g. 33, Vilniuje. Butas naujas, dar negyventas, pilnai įrengtas su visais baldais ir buitine technika, tiesiogiai iš statytojo.

Namas 100 proc. baigtumo. Paskirtis - gyvenamoji. Energinis efektyvumas A klasės. Vidinis kiemas be parkavimo aikštelių, todėl po langais nebus jokių automobilių garsų. Saugi kaimynystė. Centras - ranka pasiekiamas.
_________________________________________________________________________

APIE PROJEKTĄ:
""K17"" - tai puikus kokybiškas daugiabučių namų ir komercinių patalpų projektas šalia Vilniaus centro, Daugėliškio gatvėje, viename sparčiausiai besivystančių Vilniaus mikrorajonų, Šnipiškėse.

Butas strategiškai itin patogioje vietoje, naujakuriams nekils rūpesčių dėl susisiekimo su miesto centru. Čia puikiai išvystyta infrastruktūra, patogus susisiekimas tiek nuosavu automobiliu, tiek viešuoju transportu. Be vargo daugelį objektų ir vaizdingų maršrutų pasieksite ir pėsčiomis. Namo aplinkos gerbūvis pilnai sutvarkytas, įrengtas kiemas su žaliosiomis zonomis bei vaikų žaidimo aikštelėmis.

Galbūt, tai Jūsų ieškomas būstas, pasižvalgykite!
_________________________________________________________________________

DETALI PARDUODAMO BUTO INFORMACIJA:

- Namo statybos metai: 2023 m.
- Buto paskirtis: gyvenamoji.
- Įrengimas: pilna apdaila.
- Baigtumas: 100%.
- Adresas: Daugėliškio g. 33, Vilnius.
- Buto Nr. 9.
- Aukštas: 3 iš 7.
- Kambarių skaičius: 3.
- Bendras plotas: 67,06 m².:
- Holas: 8,37 m².
- San. mazgas: 4,11 m².
- Virtuvė: 6,56 m².
- Svetainė: 23,66 m².
- Kambarys: 12,54 m².
- Kambarys: 9,41 m².
- Tamsus kambariukas/ drabužinė: 2,41 m².
- Lodžija 9,98 m². (lodžija neįtraukta į bendrą buto plotą!)
_________________________________________________________________________

Esant poreikiui papildomai galite įsigyti požemines automobilių stovėjimo vietas po namu esančioje uždaroje parkavimo aikštelėje.
Taip pat yra galimybė įsigyti požeminėje automobilių stovėjimo aikštelėje esančius sandėliukus.
_________________________________________________________________________
Kviečiu susitikti ir apžiūrėti šį butą. Susitikimo metu parodysiu ir kitus projekte esančius laisvus butus pagal Jums aktualų plotą ir atsakysiu į visus Jums rūpimus klausimus. Tikiu, rasime Jūsų lūkesčius geriausiai atitinkantį sprendimą naujam būstui įsigyti!

Statytojo atstovė
Daiva Gudinovič
+370 600 50554
daiva.gudinovic@vilniausturtas.lt
www.vilniaus-turtas.lt/brokeris/daiva-gudinovic",+370 600 50554,54.702298,25.276770
Vilnius, Pašilaičiai, Pašilaičių g., 3 kambarių butas,1399,30,26,134000,2072,5,,64.67,3,1,9,1993,,Mūrinis,Centrinis,Įrengtas,,,Tualetas ir vonia atskirai Internetas Kabelinė televizija,Rūsys,Virtuvės komplektas Viryklė Vonia,Šarvuotos durys Signalizacija Kodinė laiptinės spyna,,280,260,170,500,,,,24.5,28.0,19.0,30.0,7.4,8.8,5.5,16.7,"Erdvus ir patogaus išplanavimo trijų kambarių butas Pašilaičiuose. Strateginė vieta Pašilaičių mikrorajone suteikia visus miesto patogumus ranka pasiekiamus - nuo prekybos vietų iki mokyklų ir darželių, o viešojo transporto stotelės yra labai arti. Ši vieta suteikia pusiausvyrą tarp miesto galimybių ir konkretaus, pažįstamo kaimynystės jausmo - gyvenimas čia reiškia patogumą, pasiekiamumą ir kasdienį komfortą.

BENDRA INFORMACIJA:
- Plotas: 64.67 kv. m.
- Kambarių sk.: 3.
- Aukštas: 1 iš 9.
- Šildymas: centrinis.
- Bendrija: yra.

BUTO YPATYBĖS:
- Erdvi svetainė, atskira virtuvės zona, darbo kambarys ir atskiras erdvus miegamasis, užtikrina dar daugiau privatumo.
- Visi buto langai į ramų, vidinį kiemą.
- Itin gera garso izoliacija bute.
- Butas turi signalizaciją ir šarvines duris.
- Įrengta vandens osmosinė filtravimo sistema.
- Įvestas šviesolaidinis internetas.
- Didelė aikštelė kieme, kurioje rasite vietos automobiliui.
- Butui taip pat priklauso rūsys.
- Puikus susisiekimas: netoliese esančios viešojo transporto stotelės, užtikrina greitą ryšį su kitomis Vilniaus dalimis.
- Patogu šeimoms: šalia yra mokyklos ir darželiai.
- Kasdieniams apsipirkimams labai patogu: netoliese yra Thomas Philipps ir Rimi Pašilaičiai.
- Puikiai išvystytas rajonas, nuo žaliųjų zonų iki visų kasdienybei reikiamų objektų.

Deals on Home - feels like home.",+370 603 36333,54.732018,25.234115
Vilnius, Baltupiai, Kazio Ulvydo g., 2 kambarių butas,3730,93,108,165000,3946,,,41.81,2,2,5,2015,,Mūrinis,Centrinis kolektorinis,Įrengtas,,,Virtuvė sujungta su kambariu,Balkonas,Su baldais Skalbimo mašina,Kodinė laiptinės spyna,,370,660,440,590,2,11.23,19.43,19.0,22.0,13.0,31.5,6.2,7.7,4.4,17.3,"PARDUODAMAS 2 K. BŪSTAS BALTUPIUOSE ŠALIA OZO PARKO

BŪSTO PRIVALUMAI
- Patogaus išplanavimo būstas;
- Parduodamas su baldais ir buitine technika;
- Būste yra įeinama sieninė spinta;
- Erdvus balkonas;
- Yra liftas;
- Prie pat Ozo parkas su pasivaikščiojimo takais, vaikų žaidimų aikštelėmis;
- Šalia PPC Ozas, įvairios parduotuvės, sporto klubas, maitinimo įstaigos.

BENDRA INFORMACIJA
• Adresas – K. Ulvydo g. 11, Vilnius;
• Būsto plotas – 41,81 kv. m;
• Paskirtis - Poilsio patalpos;
• Kambarių skaičius – 2;
• Aukštas – 2 iš 5;
• Namas – mūrinis;
• Įrengimas - pilnai įrengtas;
• Statybos metai – 2015;
• Šildymas – centrinis-kolektorinis.

IŠPLANAVIMAS
• Svetainė kartu su virtuvės zona;
• Miegamasis;
• Vonios kambarys;
• Sandėliukas/įeinama spinta;
• Balkonas;

SUSISIEKIMAS
Puikus susisiekimas su Vilniaus miestu,
• 5 km iki Vilniaus miesto centro;
• 30 m iki Ozo parko;
• 1 km iki parduotuvės LIDL;
• 600 m iki PPC OZAS;
• 800 m iki SMK kolegijos;
• 1,8 km iki Outlet parko;
• 400 m iki Twinsbet arenos;
• 1 km iki Vilniaus licėjaus;
• 800 m iki autobusų stotelės;
• 550 m iki darželio Herojaus vaikai;
• 800 m iki autobusų stotelės. Visus naujausius CAPITAL nekilnojamojo turto skelbimus rasite mūsų internetiniame puslapyje www.capital.lt. Kviečiame apsilankyti!",+370 691 25038,54.719296,25.277993
Vilnius, Pašilaičiai, Žemynos g., 4 kambarių butas,1224,40,19,159000,2083,1,,76.33,4,14,16,1988,,Mūrinis,Centrinis,Įrengtas,,,Yra liftas Nauja kanalizacija Nauja elektros instaliacija Internetas,Balkonas,Vonia,Šarvuotos durys Kodinė laiptinės spyna,,200,340,140,10,,,,25.5,29.0,20.0,30.5,7.6,9.1,5.8,14.7,"Parduodamas visiškai naujai suremontuotas butas Pašilaičiuose su panoraminiu Vilniaus miesto vaizdu. Butas itin šviesus, keturių kambarių su trimis balkonais ir strategiškai nuostabioje vietoje. Čia galite įsikelti iš karto ir susikurti savo svajonių namus, nes gyvenimas aukštai užtikrina ne tik nuostabius vaizdus pro namų langus, tačiau ir daugiau privatumo bei ramybės.

BENDRA INFORMACIJA:
- Plotas: 76.33 kv. m.
- Kambarių sk.: 4.
- Aukštas: 14 iš 16.
- Šildymas: centrinis.
- Administratorius: „Mano būstas“.

BUTO YPATYBĖS:
- Naujai suremontuotas butas, kuriame beliko įsirengti virtuvės zoną ir atnaujinti sanitarinius mazgus pagal savo skonį.
- Butą sudaro erdvi svetainė ir trys atskiri miegamieji kambariai – visi kambariai nepereinami, užtikrinant privatumą. Vonios kambarys ir tualetas – atskirose patalpose.
- Šiame bute yra net trys balkonai.
- Butas yra labai aukštai, todėl pro langus ir balkoną atsiveria nuostabaus grožio miesto vaizdai ir saulėlydžiai.
- Aukštos kokybės medžiagos: medinės „Medžio stiliaus“ durys, ąžuolinės „BOEN“ parketlentės, sudėti nauji trijų stiklo paketų vokiški langai bei šarvuotos durys.
- Nauja elektros instaliacija, įrengta patogi ir saugi elektros skydinė.
- Atskiras rakinamas koridorius dviems butams.
- Name įrengti du liftai – naujas keleivinis ir atskiras krovininis.
- Strategiškai puikus susisiekimas ne tik su Vilniaus miestu.
- Aplinki daug parkelių, vaikų žaidimo aikštelių.
- Visai šalia mokyklos, darželiai, maisto prekių ir kt. parduotuvės. Netoliese medicinos, sporto ir grožio įstaigos, viešojo transporto stotelės. Viskas pasiekiama kelių minučių atstumu.
- Bute įvestas šviesolaidinis internetas.
- Kaimynystė rami, saugi ir draugiška.

Deals on Home - feels like home.",+370 603 36333,54.725885,25.231253
